woche,lfd,gewicht,date,location_size,Bundesland,West/East,Gender,Age,Education,Job,Household size,NumberofPerson>14,party preference,Eligible to vote,HH Income,난민에 관한 우려,단기적 난민 수용 인식,장기적 난민 수용 인식,난민문제에 대한 정부인식
KW 38 - September,18083024,",31493",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,72,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,18439090,",84906",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,86,Abitur,nein,drei,drei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 38 - September,18638657,",156748",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,62,Mittlerer Bildungsabschl,nein,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,18886161,",217527",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,86,Abitur,nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,18903422,",728889",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,34,Mittlerer Bildungsabschl,ja,eine Person,eine Person, ,nein,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,18946197,",609968",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,61,Studium,ja,zwei,zwei,Die Linke,ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,19037055,",559457",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,72,Mittlerer Bildungsabschl,nein,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,1000 bis unter 1500,mache mir keine Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe",kommt eher voran
KW 38 - September,19046497,"1,351914",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,77,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 38 - September,19145320,",61113",2016/09/20,100000 bis 500000,Baden-Württemberg,West,w,66,Studium,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 38 - September,19400790,",574013",2016/09/20,50000 bis 100000,Baden-Württemberg,West,m,69,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,19452858,",548483",2016/09/20,20000 bis 50000,Baden-Württemberg,West,m,49,Mittlerer Bildungsabschl,ja,vier,drei,"Bündnis `90, Die Grünen",ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 38 - September,19488848,"2,305005",2016/09/20,100000 bis 500000,Baden-Württemberg,West,w,72,Mittlerer Bildungsabschl,ja,zwei,zwei,FDP,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,19552418,"1,336775",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,68,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,19859368,"1,861528",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,58,Mittlerer Bildungsabschl,ja,zwei,zwei, ,nein,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 38 - September,20061439,"1,822256",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,59,"Volks-, Hauptschule",nein,zwei,zwei,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,20066902,",787904",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,14,Mittlerer Bildungsabschl,nein,vier,vier, , ,unter 500 Euro,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,20214839,",278736",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,82,Studium,nein,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 38 - September,20284611,",108346",2016/09/20,20000 bis 50000,Baden-Württemberg,West,m,23,Studium,nein,drei,drei,FDP,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,20317500,",863352",2016/09/20,5000 bis 20000,Baden-Württemberg,West,m,68,Studium,ja,zwei,zwei,AfD,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,20361752,",557454",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,50,Abitur,ja,drei,zwei,"Bündnis `90, Die Grünen",ja,3500 bis unter 4000,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,20429898,"1,20814",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,49,Mittlerer Bildungsabschl,ja,fuenf und mehr,fuenf und mehr,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,20446712,",789949",2016/09/20,500000 und mehr,Baden-Württemberg,West,w,59,Mittlerer Bildungsabschl,ja,zwei,zwei,Die Linke,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher voran
KW 38 - September,20622532,",893266",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,45,Mittlerer Bildungsabschl,ja,fuenf und mehr,drei, ,nein,2500 bis unter 3000,mache mir keine Sorgen,"weiß nicht, keine Angabe",eher Nachteile,kommt eher nicht voran
KW 38 - September,20690233,",789133",2016/09/20,100000 bis 500000,Baden-Württemberg,West,w,58,Mittlerer Bildungsabschl,ja,zwei,zwei,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 38 - September,20833312,"1,582547",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,69,"Volks-, Hauptschule",nein,drei,drei,SPD,ja,2000 bis unter 2500,mache mir Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe",kommt eher voran
KW 38 - September,20889951,",99427",2016/09/20,20000 bis 50000,Baden-Württemberg,West,w,36,Mittlerer Bildungsabschl,nein,fuenf und mehr,drei,SPD,ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,20971962,",291379",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,49,Mittlerer Bildungsabschl,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,21022848,",240258",2016/09/20,500000 und mehr,Baden-Württemberg,West,m,39,Studium,ja,drei,zwei,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,21198522,"1,467487",2016/09/20,5000 bis 20000,Baden-Württemberg,West,w,46,Mittlerer Bildungsabschl,ja,drei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,21246454,"1,59358",2016/09/20,2000 bis 5000,Baden-Württemberg,West,m,29,"Volks-, Hauptschule",ja,eine Person,eine Person,würde nicht wählen,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,21280381,",613689",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,61,"Volks-, Hauptschule",nein,eine Person,eine Person,AfD,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,21521544,",221862",2016/09/20,5000 bis 20000,Baden-Württemberg,West,m,66,Mittlerer Bildungsabschl,nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,21534672,"1,069627",2016/09/20,20000 bis 50000,Baden-Württemberg,West,w,63,Mittlerer Bildungsabschl,ja,zwei,zwei, ,nein,keine Angabe,mache mir Sorgen,"weiß nicht, keine Angabe",eher Nachteile,kommt eher nicht voran
KW 38 - September,21593523,",777733",2016/09/20,50000 bis 100000,Baden-Württemberg,West,m,80,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,21876577,",538864",2016/09/20,2000 bis 5000,Baden-Württemberg,West,m,64,Abitur,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,"weiß nicht, keine Angabe",eher Nachteile,kommt eher nicht voran
KW 38 - September,22116265,"1,391685",2016/09/20,50000 bis 100000,Baden-Württemberg,West,w,92,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,22127476,"1,391685",2016/09/20,50000 bis 100000,Baden-Württemberg,West,w,84,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,unter 500 Euro,mache mir keine Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 38 - September,22159632,",3911",2016/09/20,5000 bis 20000,Baden-Württemberg,West,m,59,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir keine Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,22186324,"1,432842",2016/09/20,100000 bis 500000,Baden-Württemberg,West,m,50,Mittlerer Bildungsabschl,ja,vier,vier,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,22192669,",847057",2016/09/20,100000 bis 500000,Baden-Württemberg,West,w,53,Mittlerer Bildungsabschl,ja,vier,vier,CDU/CSU,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,22395336,"1,339225",2016/09/20,20000 bis 50000,Baden-Württemberg,West,w,40,"Volks-, Hauptschule",ja,zwei,eine Person,würde nicht wählen,ja,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,22460532,",391062",2016/09/20,100000 bis 500000,Bayern,West,m,35,Studium,ja,drei,zwei,AfD,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,22541654,"1,099933",2016/09/20,500000 und mehr,Bayern,West,w,73,Studium,ja,zwei,zwei,Die Linke,ja,3000 bis unter 3500,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 38 - September,22647708,"1,025726",2016/09/20,500000 und mehr,Bayern,West,w,69,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,22764525,"1,70151",2016/09/20,500000 und mehr,Bayern,West,w,70,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,22992560,",250865",2016/09/20,500000 und mehr,Bayern,West,m,68,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,23297592,"1,32225",2016/09/20,50000 bis 100000,Bayern,West,w,45,"Volks-, Hauptschule",ja,vier,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,"weiß nicht, keine Angabe","eher Vorteile,",kommt eher nicht voran
KW 38 - September,23355560,",35903",2016/09/20,20000 bis 50000,Bayern,West,m,86,Studium,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 38 - September,23409101,"1,498456",2016/09/20,500000 und mehr,Bayern,West,m,63,"Volks-, Hauptschule",nein,zwei,zwei,FDP,ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,23456007,",375219",2016/09/20,500000 und mehr,Bayern,West,m,43,Studium,ja,vier,zwei,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,23517662,",529915",2016/09/20,bis 2000,Bayern,West,w,58,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,23950428,"1,283058",2016/09/20,20000 bis 50000,Bayern,West,m,54,"Volks-, Hauptschule",ja,eine Person,eine Person,Die Linke,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 38 - September,24048365,"1,200842",2016/09/20,500000 und mehr,Bayern,West,m,33,Studium,ja,drei,drei,SPD,ja,5000 Euro und mehr,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 38 - September,24048954,"1,66014",2016/09/20,500000 und mehr,Bayern,West,w,14,Schüler,nein,vier,zwei, , ,5000 Euro und mehr,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,24204867,"1,088966",2016/09/20,500000 und mehr,Bayern,West,w,57,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,24419919,",45163",2016/09/20,2000 bis 5000,Bayern,West,m,69,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 38 - September,24576122,"1,81455",2016/09/20,100000 bis 500000,Bayern,West,w,38,"Volks-, Hauptschule",nein,vier,zwei,CDU/CSU,ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,24750171,",439987",2016/09/20,5000 bis 20000,Bayern,West,m,19,Abitur,ja,drei,drei,"Bündnis `90, Die Grünen",ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,24900179,"1,277584",2016/09/20,20000 bis 50000,Bayern,West,w,61,Mittlerer Bildungsabschl,ja,zwei,zwei,würde nicht wählen,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,24968323,",513114",2016/09/20,5000 bis 20000,Bayern,West,m,55,Studium,ja,fuenf und mehr,fuenf und mehr,AfD,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,25036024,",526865",2016/09/20,100000 bis 500000,Bayern,West,w,45,Studium,ja,drei,zwei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,25122459,"1,065217",2016/09/20,100000 bis 500000,Bayern,West,m,37,Abitur,ja,zwei,zwei,AfD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,25170398,"1,533234",2016/09/20,100000 bis 500000,Bayern,West,w,49,Mittlerer Bildungsabschl,ja,fuenf und mehr,fuenf und mehr,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,25355216,"2,63859",2016/09/20,100000 bis 500000,Bayern,West,m,72,"Volks-, Hauptschule",nein,drei,drei,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,"weiß nicht, keine Angabe",eher Nachteile,kommt eher nicht voran
KW 38 - September,25652873,"2,2723",2016/09/20,100000 bis 500000,Bayern,West,w,50,"Volks-, Hauptschule",ja,zwei,zwei,würde nicht wählen,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,25848749,"1,34953",2016/09/20,50000 bis 100000,Bayern,West,w,52,"Volks-, Hauptschule",nein,vier,vier,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,25908929,"2,353178",2016/09/20,100000 bis 500000,Bayern,West,m,50,"Volks-, Hauptschule",ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,"weiß nicht, keine Angabe",eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,25993594,",215918",2016/09/20,100000 bis 500000,Bayern,West,w,59,Mittlerer Bildungsabschl,nein,zwei,zwei,sonstige,ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher voran
KW 38 - September,26115725,",250865",2016/09/20,500000 und mehr,Bayern,West,m,61,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 38 - September,26151717,"1,066237",2016/09/20,500000 und mehr,Bayern,West,m,18,Schüler,nein,vier,vier, ,nein,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,26494803,"3,676841",2016/09/20,100000 bis 500000,Bayern,West,m,71,"Volks-, Hauptschule",nein,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 38 - September,26545836,"2,254788",2016/09/20,500000 und mehr,Bayern,West,m,17,"Volks-, Hauptschule",nein,vier,vier, ,nein,keine Angabe,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,27072411,"3,947021",2016/09/20,50000 bis 100000,Bayern,West,w,74,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,27145278,",481861",2016/09/20,2000 bis 5000,Bayern,West,w,40,Mittlerer Bildungsabschl,ja,vier,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,27163269,",345337",2016/09/20,20000 bis 50000,Bayern,West,w,75,Studium,nein,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,27200001,"2,572881",2016/09/20,5000 bis 20000,Bayern,West,w,27,Mittlerer Bildungsabschl,ja,fuenf und mehr,fuenf und mehr,CDU/CSU,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,27510045,",224582",2016/09/20,500000 und mehr,Bayern,West,m,67,Studium,nein,zwei,zwei,AfD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,27630109,"1,477182",2016/09/20,500000 und mehr,Bayern,West,w,50,Mittlerer Bildungsabschl,ja,zwei,zwei,AfD,ja,keine Angabe,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 38 - September,27650023,",452532",2016/09/20,500000 und mehr,Bayern,West,m,64,Mittlerer Bildungsabschl,nein,eine Person,eine Person,würde nicht wählen,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,27693388,"2,017696",2016/09/20,500000 und mehr,Bayern,West,w,21,Abitur,ja,vier,vier,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,27768023,",48316",2016/09/20,500000 und mehr,Bayern,West,w,43,Abitur,ja,drei,zwei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,27812861,",345763",2016/09/20,bis 2000,Bayern,West,w,49,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,27851213,",518015",2016/09/20,100000 bis 500000,Bayern,West,w,42,Studium,ja,drei,drei,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,27871715,",502362",2016/09/20,100000 bis 500000,Bayern,West,w,57,Mittlerer Bildungsabschl,nein,vier,vier,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,27878351,"1,283731",2016/09/20,100000 bis 500000,Bayern,West,w,76,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,27988092,"1,844143",2016/09/20,2000 bis 5000,Bayern,West,w,46,"Volks-, Hauptschule",ja,vier,vier,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,28015823,",801419",2016/09/20,100000 bis 500000,Bayern,West,m,68,"Volks-, Hauptschule",nein,eine Person,eine Person,würde nicht wählen,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,28201968,",321756",2016/09/20,100000 bis 500000,Saarland,West,w,64,Mittlerer Bildungsabschl,nein,zwei,zwei,würde nicht wählen,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,28214652,",147187",2016/09/20,100000 bis 500000,Saarland,West,m,57,Studium,ja,eine Person,eine Person,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 38 - September,28364510,",746846",2016/09/20,20000 bis 50000,Saarland,West,m,64,"Volks-, Hauptschule",ja,eine Person,eine Person,AfD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,28441358,",475146",2016/09/20,5000 bis 20000,Saarland,West,w,63,Mittlerer Bildungsabschl,ja,eine Person,eine Person,FDP,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,28483691,"2,508238",2016/09/20,100000 bis 500000,Saarland,West,w,43,Mittlerer Bildungsabschl,ja,vier,drei,würde nicht wählen,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,28809813,"2,517107",2016/09/20,500000 und mehr,Berlin,West,m,46,Mittlerer Bildungsabschl,ja,drei,drei,würde ungültig wählen,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,29128417,"1,493434",2016/09/20,500000 und mehr,Berlin,West,w,65,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,29160277,",18137",2016/09/20,500000 und mehr,Berlin,West,w,72,Studium,nein,eine Person,eine Person,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 38 - September,29374151,",218593",2016/09/20,500000 und mehr,Berlin,West,m,70,Abitur,nein,drei,drei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 38 - September,29387423,"1,178233",2016/09/20,500000 und mehr,Berlin,West,m,40,Abitur,ja,zwei,zwei,würde ungültig wählen,ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,29440230,",058456",2016/09/20,500000 und mehr,Berlin,West,m,64,Studium,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,29568258,",513135",2016/09/20,500000 und mehr,Berlin,West,w,31,Studium,ja,drei,zwei,Die Linke,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,29638320,"1,222194",2016/09/20,500000 und mehr,Berlin,West,w,50,Abitur,nein,vier,vier,CDU/CSU,ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
